customer_id,application_date,loan_amount,interest_rate,tenure_years,credit_score,employment_type,property_value,EMI,default_flag,years_before_default,outstanding_principal,recovery_value,LGD,EAD,PD,EL
406,2016-02-10,2404330,9.83,30,817,Salaried,3626151.913150879,20798.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
407,2016-02-11,1251492,10.82,10,869,Self-employed,1670200.6285666332,17112.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
408,2016-02-12,5035851,7.87,30,624,Self-employed,6779494.99911542,36496.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
409,2016-02-13,1491072,12.48,10,711,Salaried,1712986.5152354625,21808.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
410,2016-02-14,2086880,12.35,25,617,Self-employed,3418749.740182926,22521.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
411,2016-02-15,3055723,10.4,20,381,Salaried,4390634.512143068,30303.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
412,2016-02-16,3248988,7.7,10,773,Salaried,4170730.396706466,38906.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
413,2016-02-17,3976242,10.58,15,767,Self-employed,5088348.831051646,44151.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
414,2016-02-18,5580081,6.93,10,724,Salaried,7499727.143885398,64588.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
415,2016-02-19,3648790,6.68,30,503,Self-employed,4319629.997607748,23496.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
416,2016-02-20,4763024,8.05,25,882,Self-employed,7696987.45021953,36920.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
417,2016-02-21,5833177,9.28,25,686,Salaried,6906058.541983002,50075.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
418,2016-02-22,9272841,11.71,10,397,Self-employed,12389785.534386635,131488.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
419,2016-02-23,4353597,10.86,20,644,Salaried,6801132.869998948,44523.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
420,2016-02-24,9454561,10.96,15,507,Salaried,10921156.88923227,107223.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
421,2016-02-25,3597480,9.05,25,813,Self-employed,4526449.392595609,30313.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
422,2016-02-26,5197571,8.58,30,885,Self-employed,8007797.927345051,40260.0,1,2.0,4851066.266666667,7569774.541630967,0.0,4851066.266666667,0.02,0.0
423,2016-02-27,7374201,8.73,30,465,Salaried,12086973.34510294,57908.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
424,2016-02-28,7118900,12.43,20,321,Salaried,11082882.506809363,80530.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
425,2016-02-29,3922097,6.74,25,453,Self-employed,5011371.852561034,27073.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
426,2016-03-01,1157164,11.7,10,738,Self-employed,1769935.298802122,16402.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
427,2016-03-02,1531831,9.97,30,594,Self-employed,2294091.1325973137,13409.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
428,2016-03-03,3989475,9.13,20,518,Self-employed,6566583.940292614,36229.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
429,2016-03-04,4369720,10.85,25,794,Salaried,5349285.41583411,42355.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
430,2016-03-05,5711075,9.42,25,529,Self-employed,6773825.012975612,49580.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
431,2016-03-06,8122313,11.74,25,319,Salaried,9680316.897971036,83990.0,1,4.0,6822742.92,8888319.532435672,0.0,6822742.92,0.3,0.0
432,2016-03-07,7854500,11.9,25,852,Salaried,12305912.104332782,82146.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
433,2016-03-08,3640328,9.03,25,447,Self-employed,4179527.418700939,30624.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
434,2016-03-09,8326434,8.16,30,407,Salaried,10386184.141369073,62028.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
435,2016-03-10,6063778,10.05,20,702,Self-employed,6975804.545030789,58718.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
436,2016-03-11,4970001,11.97,25,895,Salaried,6769752.11447248,52235.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
437,2016-03-12,1070640,7.76,15,782,Self-employed,1464450.5965174006,10084.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
438,2016-03-13,5122263,10.24,15,666,Salaried,6131796.040536022,55799.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
439,2016-03-14,5594877,10.29,20,713,Salaried,8909190.80206701,55071.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
440,2016-03-15,2355531,10.9,10,608,Self-employed,3114701.443187271,32314.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
441,2016-03-16,1675510,7.29,10,433,Self-employed,1969067.9644785176,19705.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
442,2016-03-17,4741196,10.79,10,582,Salaried,5584067.625958982,64748.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
443,2016-03-18,7990102,11.95,15,372,Salaried,9009633.405410353,95638.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
444,2016-03-19,3734296,7.58,10,780,Self-employed,4613193.404987388,44483.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
445,2016-03-20,7706024,7.93,30,651,Salaried,11634698.969242677,56168.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
446,2016-03-21,1898320,12.33,25,859,Self-employed,3132106.6124744765,20458.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
447,2016-03-22,6781565,7.59,15,625,Salaried,9117154.403542798,63213.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
448,2016-03-23,3007635,11.63,20,742,Self-employed,3988317.8512426126,32344.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
449,2016-03-24,4264908,9.45,20,399,Salaried,6345845.392574686,39615.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
450,2016-03-25,5260538,7.98,25,358,Self-employed,8252999.357817071,40532.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
451,2016-03-26,7486460,11.72,15,807,Self-employed,9649210.37405324,88506.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
452,2016-03-27,7197323,9.17,10,557,Salaried,8679036.780899864,91836.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
453,2016-03-28,4621581,9.59,10,712,Self-employed,5146834.89952022,60030.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
454,2016-03-29,5246238,8.66,30,751,Salaried,6339935.252530461,40935.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
455,2016-03-30,6963135,10.06,30,364,Self-employed,8308340.740019974,61415.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
456,2016-03-31,9814131,7.48,10,894,Self-employed,12503061.013526581,116393.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
457,2016-04-01,4599865,8.85,20,453,Self-employed,5135057.094419971,40943.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
458,2016-04-02,6382287,12.32,20,565,Salaried,8058576.315864675,71703.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
459,2016-04-03,8990340,8.05,30,378,Self-employed,10477323.85886757,66282.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
460,2016-04-04,2039458,10.44,25,614,Salaried,2307769.966147506,19169.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
461,2016-04-05,4772811,8.45,10,859,Self-employed,5430081.349417357,59048.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
462,2016-04-06,3317336,11.14,30,547,Salaried,4643367.523238996,31943.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
463,2016-04-07,3763642,7.29,30,713,Salaried,6035359.756124759,25777.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
464,2016-04-08,8689684,12.32,10,324,Salaried,13336693.243013246,126284.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
465,2016-04-09,4788340,9.22,10,583,Self-employed,7751045.402168859,61228.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
466,2016-04-10,1197775,7.92,20,748,Salaried,1896356.5811676004,9959.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
467,2016-04-11,3386488,6.94,25,600,Self-employed,5167091.706079391,23806.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
468,2016-04-12,1787494,7.52,25,367,Salaried,2545097.5174800856,13233.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
469,2016-04-13,6851244,9.62,10,306,Salaried,8978621.595598519,89104.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
470,2016-04-14,6332660,8.52,15,436,Salaried,7784418.0123708695,62434.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
471,2016-04-15,7837433,11.47,30,463,Salaried,11816207.724254264,77434.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
472,2016-04-16,6083769,9.09,30,382,Self-employed,7588048.641927488,49346.0,1,1.0,5880976.7,7174301.276304753,0.0,5880976.7,0.3,0.0
473,2016-04-17,1533636,7.99,10,719,Salaried,1890395.801275299,18599.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
474,2016-04-18,5232406,10.2,15,372,Salaried,6816697.049043811,56870.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
475,2016-04-19,3276360,10.74,20,536,Self-employed,3761238.7337859636,33240.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
476,2016-04-20,5408249,7.5,10,345,Salaried,8539810.968637647,64197.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
477,2016-04-21,5426219,7.51,10,561,Salaried,8307941.0216211025,64439.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
478,2016-04-22,9914438,6.72,30,475,Salaried,13607528.850743853,64107.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
479,2016-04-23,2332397,10.92,10,465,Salaried,3655715.479509909,32023.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
480,2016-04-24,8517836,10.48,10,669,Self-employed,11063721.829649948,114840.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
481,2016-04-25,7646705,9.35,10,353,Self-employed,10627506.549271163,98320.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
482,2016-04-26,6462810,11.57,30,718,Salaried,9429545.502764123,64346.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
483,2016-04-27,9905921,11.33,20,806,Self-employed,15216539.943451932,104482.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
484,2016-04-28,7903836,10.01,20,640,Self-employed,11281500.71256259,76326.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
485,2016-04-29,7243669,11.71,10,426,Salaried,9258412.454023551,102715.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
486,2016-04-30,2286643,7.74,30,708,Self-employed,2959153.31026434,16366.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
487,2016-05-01,9315390,7.17,20,666,Salaried,14351523.183780003,73176.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
488,2016-05-02,7200646,8.12,20,570,Self-employed,11295557.2309185,60768.0,1,1.0,6840613.699999999,10469190.872506266,0.0,6840613.699999999,0.3,0.0
489,2016-05-03,7983896,6.84,20,678,Self-employed,13131342.480292056,61135.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
490,2016-05-04,9783148,9.69,30,372,Self-employed,16204570.958499039,83622.0,1,2.0,9130938.133333333,13394404.494706385,0.0,9130938.133333333,0.3,0.0
491,2016-05-05,6409861,12.12,30,547,Salaried,7419308.947671678,66525.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
492,2016-05-06,5939003,6.74,10,342,Self-employed,9680105.883191263,68164.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
493,2016-05-07,7311326,7.23,25,676,Salaried,8923146.712130424,52753.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
494,2016-05-08,6146386,9.21,20,340,Salaried,7133725.505790674,56133.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
495,2016-05-09,9415398,12.1,25,469,Self-employed,14958910.699961904,99862.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
496,2016-05-10,1448345,8.4,30,511,Salaried,1981617.1428702339,11034.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
497,2016-05-11,8827494,9.54,30,792,Self-employed,9933143.289910695,74484.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
498,2016-05-12,4685501,6.75,30,338,Salaried,5510787.769212851,30390.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
499,2016-05-13,2879490,7.39,25,668,Salaried,3855197.195000565,21074.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
500,2016-05-14,5984445,12.42,30,450,Self-employed,7220863.892927114,63498.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
501,2016-05-15,7939705,12.29,10,410,Self-employed,9340683.396778775,115247.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
502,2016-05-16,8002587,6.53,30,779,Self-employed,11360725.587143103,50740.0,1,3.0,7202328.3,9686644.832229244,0.0,7202328.3,0.02,0.0
503,2016-05-17,7742471,12.21,15,735,Self-employed,8923538.07301368,93971.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
504,2016-05-18,2454908,10.33,25,346,Salaried,3312331.528330786,22881.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
505,2016-05-19,4319144,11.71,15,874,Salaried,5695507.843761212,51034.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
506,2016-05-20,9693670,9.23,30,665,Salaried,10771794.199516097,79607.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
507,2016-05-21,6806466,9.59,10,368,Self-employed,7979529.5366304,88410.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
508,2016-05-22,6744588,9.43,20,598,Salaried,9519114.877844304,62560.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
509,2016-05-23,6304509,10.5,30,595,Self-employed,10453441.456470184,57670.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
510,2016-05-24,8668216,7.34,10,502,Salaried,11002337.438961776,102171.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
511,2016-05-25,5949499,6.68,25,360,Self-employed,7334429.845903556,40843.0,1,3.0,5235559.12,5602617.398240824,0.0,5235559.12,0.3,0.0
512,2016-05-26,3387312,8.35,15,613,Salaried,4259479.606680675,33059.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
513,2016-05-27,4693976,10.73,15,460,Salaried,5272005.509465155,52558.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
514,2016-05-28,7062903,7.71,15,630,Self-employed,8223279.165328656,66320.0,1,5.0,4708602.000000001,6570901.207786249,0.0,4708602.000000001,0.1,0.0
515,2016-05-29,5408224,10.54,25,827,Salaried,7361638.361482715,51218.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
516,2016-05-30,5035493,12.32,10,637,Self-employed,8136760.182708161,73179.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
517,2016-05-31,6703737,7.06,25,603,Salaried,9024741.365284456,47638.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
518,2016-06-01,2871403,10.54,15,802,Salaried,3559120.4302347014,31812.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
519,2016-06-02,6747372,9.16,30,637,Self-employed,8624901.409291362,55069.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
520,2016-06-03,5848287,11.71,20,849,Self-employed,7680550.5297559295,63216.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
521,2016-06-04,6658796,7.56,25,574,Salaried,8990528.28260469,49468.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
522,2016-06-05,1821052,10.66,25,463,Salaried,2646383.3952047117,17403.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
523,2016-06-06,3225300,11.53,10,742,Salaried,4720844.528682269,45402.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
524,2016-06-07,2855567,12.17,10,618,Salaried,3807070.164061855,41250.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
525,2016-06-08,2534837,10.6,25,888,Salaried,3910693.493448445,24115.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
526,2016-06-09,4338442,9.48,15,803,Salaried,6178307.083763145,45251.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
527,2016-06-10,5926203,10.21,20,686,Self-employed,8500080.106120644,58016.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
528,2016-06-11,1423570,11.71,10,793,Self-employed,1834166.8933375373,20186.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
529,2016-06-12,3373139,9.92,15,789,Self-employed,5440505.618445384,36083.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
530,2016-06-13,6221816,6.68,30,372,Salaried,7329263.249548959,40066.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
531,2016-06-14,3114792,12.09,10,808,Salaried,4051954.262290654,44850.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
532,2016-06-15,9441136,10.64,15,689,Salaried,11783038.39775573,105183.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
533,2016-06-16,2873421,10.56,15,594,Self-employed,3543373.0166306566,31870.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
534,2016-06-17,7550670,7.79,20,668,Self-employed,10983667.56956063,62174.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
535,2016-06-18,7081950,10.45,20,848,Salaried,9555849.942439964,70467.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
536,2016-06-19,7925877,8.86,30,867,Salaried,8936871.422197986,62977.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
537,2016-06-20,6967106,10.41,15,486,Self-employed,8393986.590158544,76626.0,1,3.0,5573684.800000001,7269257.000462145,0.0,5573684.800000001,0.3,0.0
538,2016-06-21,6118922,7.14,15,744,Self-employed,6868501.7744048815,55479.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
539,2016-06-22,8177545,10.45,20,869,Self-employed,9925695.113240255,81368.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
540,2016-06-23,6122783,12.5,10,662,Salaried,9380987.017863061,89623.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
541,2016-06-24,6528983,6.79,10,422,Salaried,10541486.266704198,75102.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
542,2016-06-25,1160775,12.36,25,487,Salaried,1501069.9019200963,12535.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
543,2016-06-26,8349369,8.94,20,719,Self-employed,11803831.219200846,74800.0,1,4.0,6679495.2,10126780.29914255,0.0,6679495.2,0.02,0.0
544,2016-06-27,3667867,11.72,25,551,Self-employed,5373082.612893039,37874.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
545,2016-06-28,7655623,11.19,20,848,Salaried,9090425.823291447,80013.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
546,2016-06-29,8686841,9.9,30,634,Salaried,12233299.126517618,75592.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
547,2016-06-30,7978737,10.93,15,391,Self-employed,11478540.728901725,90336.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
548,2016-07-01,2344027,11.77,30,829,Salaried,2741563.981562912,23697.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
549,2016-07-02,5166500,8.92,20,362,Self-employed,6050572.071871561,46219.0,1,1.0,4908175.0,4551274.73840066,0.07,4908175.0,0.3,103071.68
550,2016-07-03,8467048,8.46,15,811,Self-employed,11977547.500936547,83180.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
551,2016-07-04,8884479,10.51,10,438,Salaried,10455408.148886818,119932.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
552,2016-07-05,1497562,11.35,10,484,Self-employed,1751056.194040115,20927.0,1,3.0,1048293.3999999999,1346914.8572001816,0.0,1048293.3999999999,0.3,0.0
553,2016-07-06,5578238,11.07,25,504,Salaried,7671064.165392469,54956.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
554,2016-07-07,5037776,11.29,20,513,Self-employed,8126206.153460557,52997.0,1,5.0,3778332.0,6182858.383228763,0.0,3778332.0,0.3,0.0
555,2016-07-08,5010912,9.11,20,555,Self-employed,8344908.143743951,45440.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
556,2016-07-09,5511732,11.41,10,434,Salaried,7281137.747688917,77209.0,1,1.0,4960558.8,5587345.470409133,0.0,4960558.8,0.3,0.0
557,2016-07-10,6562067,7.22,30,872,Self-employed,9331421.589676047,44631.0,1,3.0,5905860.3,8308163.343195914,0.0,5905860.3,0.02,0.0
558,2016-07-11,6237196,9.77,15,387,Salaried,6936849.650779757,66150.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
559,2016-07-12,5885211,6.53,30,506,Salaried,7075924.169481836,37315.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
560,2016-07-13,7126319,8.45,30,428,Self-employed,8602689.967795875,54543.0,1,3.0,6413687.100000001,6977342.285551254,0.0,6413687.100000001,0.3,0.0
561,2016-07-14,2600396,8.7,10,302,Salaried,2933087.853114023,32520.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
562,2016-07-15,4311149,8.88,10,420,Salaried,4976408.647982599,54332.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
563,2016-07-16,9511010,10.67,10,684,Salaried,13675928.693265593,129244.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
564,2016-07-17,3496081,8.83,25,337,Salaried,5380273.353923132,28933.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
565,2016-07-18,1575278,9.19,30,640,Salaried,1912284.2995231082,12891.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
566,2016-07-19,6187480,7.93,20,320,Salaried,8672227.949908081,51485.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
567,2016-07-20,2178049,8.74,15,541,Self-employed,2935566.7217755914,21756.0,1,5.0,1452032.6666666667,2326763.85505999,0.0,1452032.6666666667,0.3,0.0
568,2016-07-21,4080201,7.86,25,754,Salaried,5170575.475446601,31114.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
569,2016-07-22,8136029,6.94,20,602,Self-employed,9326438.836809717,62786.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
570,2016-07-23,4464442,10.12,30,895,Self-employed,6151688.094303604,39575.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
571,2016-07-24,4314692,10.51,10,894,Salaried,5167326.335426059,58244.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
572,2016-07-25,5719607,10.22,30,368,Self-employed,8404982.683812637,51126.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
573,2016-07-26,7285088,9.28,15,428,Self-employed,9000697.022986107,75109.0,1,2.0,6313742.933333334,7873139.802976805,0.0,6313742.933333334,0.3,0.0
574,2016-07-27,2110389,8.78,25,495,Salaried,3514539.531092719,17393.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
575,2016-07-28,9416320,11.68,25,439,Salaried,10930752.040555758,96956.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
576,2016-07-29,4912942,9.61,15,743,Salaried,8065720.072746509,51629.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
577,2016-07-30,9501424,9.38,20,582,Self-employed,11675004.883038182,87823.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
578,2016-07-31,8468810,6.65,20,611,Self-employed,13795603.51416734,63891.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
579,2016-08-01,2635156,8.55,25,834,Salaried,3875949.256376811,21308.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
580,2016-08-02,9523838,8.78,25,576,Salaried,12712676.642251087,78494.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
581,2016-08-03,6001045,8.89,10,360,Self-employed,8266111.639293356,75662.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
582,2016-08-04,5463418,9.98,20,618,Self-employed,8308738.601402429,52651.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
583,2016-08-05,5345760,9.7,15,351,Self-employed,7635224.160492483,56469.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
584,2016-08-06,8153768,10.15,20,452,Self-employed,9964132.123964349,79498.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
585,2016-08-07,4251298,11.09,10,610,Salaried,5308965.319499468,58778.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
586,2016-08-08,5465150,11.38,25,843,Self-employed,8792855.697333252,55073.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
587,2016-08-09,9389012,10.81,25,866,Self-employed,11391739.666530875,90736.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
588,2016-08-10,8249903,12.23,10,688,Self-employed,13394574.821013246,119462.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
589,2016-08-11,5897590,6.61,15,847,Self-employed,7730712.700768598,51732.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
590,2016-08-12,7189573,7.67,25,476,Salaried,10603795.560142543,53928.0,1,5.0,5751658.4,10014577.895814966,0.0,5751658.4,0.3,0.0
591,2016-08-13,2323483,6.55,30,661,Salaried,2992994.8917943984,14762.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
592,2016-08-14,2722320,10.38,25,613,Self-employed,4012862.5352640525,25471.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
593,2016-08-15,3332517,11.89,30,396,Self-employed,3721456.0851563527,33997.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
594,2016-08-16,4196340,7.96,10,512,Salaried,6056037.285489554,50825.0,1,1.0,3776706.0,4705196.661934972,0.0,3776706.0,0.3,0.0
595,2016-08-17,9551881,12.06,10,436,Salaried,14201678.132388065,137373.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
596,2016-08-18,6387408,6.86,25,305,Self-employed,9344605.812031683,44576.0,1,3.0,5620919.04,8489906.09092623,0.0,5620919.04,0.3,0.0
597,2016-08-19,6692493,12.11,20,408,Self-employed,7701888.158243815,74204.0,1,2.0,6023243.7,7143597.476312944,0.0,6023243.7,0.3,0.0
598,2016-08-20,9247752,8.61,30,846,Salaried,11693202.273181403,71829.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
599,2016-08-21,2087341,7.11,15,338,Salaried,2548007.416861296,18890.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
600,2016-08-22,7195200,9.42,25,724,Salaried,8219298.702671399,62465.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
601,2016-08-23,4977266,8.04,15,560,Salaried,5697669.370144058,47680.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
602,2016-08-24,6558956,8.21,25,725,Salaried,7982336.231282708,51539.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
603,2016-08-25,4031756,8.34,20,386,Salaried,6114768.081703282,34581.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
604,2016-08-26,1843523,11.32,20,764,Self-employed,2161192.3492367333,19432.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
605,2016-08-27,9934845,9.73,20,375,Salaried,15027003.418773402,94103.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
606,2016-08-28,5040479,8.37,20,770,Salaried,6125489.055705182,43329.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
607,2016-08-29,1092193,10.16,10,713,Salaried,1355614.8258413903,14530.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
608,2016-08-30,2186887,10.8,10,756,Salaried,2642231.611818012,29877.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
609,2016-08-31,9896761,8.14,30,584,Self-employed,13025383.917374069,73587.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
